reviewId,userName,content,score
a64ae9ea-beee-4035-bc66-bca188ab79db,Danang Prasetya Widodo,"Biaya transaksi mahal, beli kena charge, jual kena charge, top up kena charge tarik kena charge 10 ribu. Jadi kalo transaksi kripto, makim sering transaksi uang semakin habis di admin, wkwkkwkw.. Bayangin punya uang 100 juta, dalam 1000x transaksi jika tidaj untung maka bisa habis itu uang ke biaya admin dan pajaknya aja. Yang mau tarik dana, instal google authenticator terlebih dulu ya, tanpa ini tidak bisa tarik...",1
4a59c1aa-b9a7-4496-92df-5ce5441b7a20,giss Gissi,Deposito 100 ribu tenggelam. Sangat rumit aplikasinya. Sy coba belajar soal crypto. Tapi yah sudahlah.. Ikhlaskan saja.. Sabar. Ato ada yg bisa bantu ??,1
97f06e4d-9060-498e-8318-d29fb930b87f,Bule Bandit,WARNING !! Aplikasi yg sangat tidak direkomendasikan. Saldo saya tertinggal ratusan tidak bisa dikonversi. Sudah berbulan bulan saya memakai aplikasi ini tanya ke cs jawabannya sedang perbaikan konversi. Bayangkan jika membeli berbagai aset dengan harga tinggi. Semua aset yg dijual menyisakan saldo 0.9 hampir berjumlah dri 1 aset. PARAH !!!,1
fbe85eb0-3f8b-4429-8dad-a8d4a3385dde,Ryan Solo,"Aplikasinya bodoh sekali, tidak bisa verifikasi KYC dari aplikasinya. Selalu crash, ganti hape dan update ke versi terbaru juga tidak bisa Email support lelet dan menghilang karena tidak bisa membantu Uninstall langsung akhirnya... Percuma fitur unggulan kalau verifikasi yang sederhana aja gak bisa Gak bisa lho, bukan masalah data saya tapi aplikasinya yang crash terus Saya jamin gak bakal ada member baru kalau spt ini, percaya deh👍",1
e7b6c54a-3205-4fe8-b98b-50a934ae787c,Badrus Zaman,"Mau narik saldo saja gak bisa. Masak sudah 2 minggu nambahin nomor rekening penarikan masih dalam proses verifikasi. Sudah email beberapa kali jawaban selalu sama ""Mohon ditunggu ya"". Lagian yg jawab dieamil CSnya selalu gonta ganti. Bolak balik suruh kirim screenshoot kendala. Sudah dikirim pun gak selesai2 permasalahannya. Kalau Top up mah mudah sekali, tapi kalo narik saldo. Ampun deh ribetnya.",1
7fca4375-0a28-4e18-917e-8155242af0c5,Rustam Ajis (Gejos),"Masih sangat banyak kekurangan di aplikasi ini, saat penarikan kita tidak ada pilihan maksimal penarikan perlu manual penulisan, di saat sudah klik dan ke kode verifikasi malah saldo tidak mencukupi, sangat membuang waktu. Karena tidak ada pilihan maksimal penarikan seluruh saldo",1
a7f14556-c3fd-4dfb-9b9b-915d6eafef8c,andy achmad wawan shofii st,"Mohon Verifikasi bisa Cepat. Verikasi sekelas Binance saja gak sampai 1 jam. Di toko sebelah gak sampai 2 jam. Mohon dipercepat krn semakin mudah dan cepat, User aplikasi akan semakin byk. Kalo cepat Bintang ⭐kita tambah.",1
5a61617f-a8a8-4768-ab7c-0f5b030eb57d,Ridwan Cipta,"Aplikasi ga berguna, ga ada pesan masuk otorisasi, dan mengenai harga ada ketidak sesuaian. Top up 2.8juta langsung berubah jadi 2,7juta. Selisih 300ribu masuk kemana tuh. Aduh... Perbaiki debug diaplikasi biar ga error. Udah komplen di IG dan Playstore ga ditanggapi. Heran.. payah",1
7c66e473-ecdd-47f2-a57b-30adf74da699,Andri Gunawan,"Semua data saya rasa sudah benar, dokumen smua valid, bahkan beberapa exchange verifikasi data selalu berhasil. Tapi disni sungguh tidak jelas syarat verifikasinya seperti apa, Jadi khawatir dengan smua data yg sudah saya input, semoga tdk disalah gunakan.",1
588151ce-3276-4086-b68e-9a49eaed93e8,Yogi Sembiring,"Aplikasi nya LAMBAT sekali, saat market dump saya mau jual tapi lama sekali hadehh, gimana sih katanya exc no 1 di Indonesia kecewa saya ! Konversi koin kecil juga tidak bisa, ini gimana ini banyak banget kelemahan nya, untuk pemula disarankan pakai exc yg lain saja kalau gamau nyesel, trimakasih salam to the men.",1
